"parent","child","parentCount","childCount","p(parent|child)"
"SmallTable","FoodItem","3.0","91.0","0.03296703296703297"
"DecorativePlate","FoodItem","1.0","91.0","0.01098901098901099"
"Room","FoodItem","1.0","91.0","0.01098901098901099"
"Plate","FoodItem","27.0","91.0","0.2967032967032967"
"Desk","FoodItem","8.0","91.0","0.08791208791208792"
"Platter","FoodItem","4.0","91.0","0.04395604395604396"
"RoundTable","FoodItem","8.0","91.0","0.08791208791208792"
"SideTable","FoodItem","1.0","91.0","0.01098901098901099"
"BakingSheet","FoodItem","4.0","91.0","0.04395604395604396"
"Counter","FoodItem","14.0","91.0","0.15384615384615385"
"Sink","FoodItem","2.0","91.0","0.02197802197802198"
"Nightstand","FoodItem","1.0","91.0","0.01098901098901099"
"KitchenCounter","FoodItem","2.0","91.0","0.02197802197802198"
"CuttingBoard","FoodItem","8.0","91.0","0.08791208791208792"
"BookOpen","FoodItem","1.0","91.0","0.01098901098901099"
"TableSmall","FoodItem","4.0","91.0","0.04395604395604396"
"DiningTable","FoodItem","15.0","91.0","0.16483516483516483"
"Room","MagazineHolder","2.0","2.0","1.0"
"Cabinet","Beaker","6.0","18.0","0.3333333333333333"
"EndTable","Beaker","1.0","18.0","0.05555555555555555"
"ScienceDesk","Beaker","1.0","18.0","0.05555555555555555"
"LabTable","Beaker","9.0","18.0","0.5"
"SideTable","Beaker","1.0","18.0","0.05555555555555555"
"Desk","Beaker","4.0","18.0","0.2222222222222222"
"Microwave","Beaker","1.0","18.0","0.05555555555555555"
"Counter","Beaker","1.0","18.0","0.05555555555555555"
"DiningTable","Beaker","4.0","18.0","0.2222222222222222"
"Table","Beaker","4.0","18.0","0.2222222222222222"
"FumeHood","Beaker","6.0","18.0","0.3333333333333333"
"TvStand","PS3","4.0","12.0","0.3333333333333333"
"Cabinet","PS3","3.0","12.0","0.25"
"WallUnit","PS3","5.0","12.0","0.4166666666666667"
"MediaStorage","PS3","5.0","12.0","0.4166666666666667"
"EntertainmentCenter","PS3","12.0","12.0","1.0"
"Sideboard","PS3","3.0","12.0","0.25"
"EndTable","CoffeeMaker","2.0","7.0","0.2857142857142857"
"CoffeeTable","CoffeeMaker","1.0","7.0","0.14285714285714285"
"TableLarge","CoffeeMaker","2.0","7.0","0.2857142857142857"
"SideTable","CoffeeMaker","2.0","7.0","0.2857142857142857"
"DiningTable","CoffeeMaker","2.0","7.0","0.2857142857142857"
"Sink","CoffeeMaker","2.0","7.0","0.2857142857142857"
"Table","CoffeeMaker","5.0","7.0","0.7142857142857143"
"Room","Ottoman","2.0","2.0","1.0"
"Room","BulletinBoard","2.0","2.0","1.0"
"6Shelves","RubiksCube","1.0","11.0","0.09090909090909091"
"Desk","RubiksCube","8.0","11.0","0.7272727272727273"
"DeskCorner","RubiksCube","2.0","11.0","0.18181818181818182"
"Bookcase","RubiksCube","3.0","11.0","0.2727272727272727"
"2Shelves","RubiksCube","2.0","11.0","0.18181818181818182"
"Shelving","RubiksCube","2.0","11.0","0.18181818181818182"
"Room","RefrigeratorBuzdolab","1.0","1.0","1.0"
"TvStand","PS2","2.0","2.0","1.0"
"EntertainmentCenter","PS2","2.0","2.0","1.0"
"TvStand","CableModem","1.0","1.0","1.0"
"EntertainmentCenter","CableModem","1.0","1.0","1.0"
"7Shelves","Helmet","1.0","1.0","1.0"
"Bookcase","Helmet","1.0","1.0","1.0"
"Shelving","Helmet","1.0","1.0","1.0"
"Room","Hamper","8.0","8.0","1.0"
"Cabinet","DvdPlayer","7.0","21.0","0.3333333333333333"
"DvdPlayer","DvdPlayer","2.0","21.0","0.09523809523809523"
"MediaPlayer","DvdPlayer","3.0","21.0","0.14285714285714285"
"EntertainmentCenter","DvdPlayer","12.0","21.0","0.5714285714285714"
"Console","DvdPlayer","3.0","21.0","0.14285714285714285"
"TvStand","DvdPlayer","2.0","21.0","0.09523809523809523"
"Xbox","DvdPlayer","3.0","21.0","0.14285714285714285"
"Room","DvdPlayer","1.0","21.0","0.047619047619047616"
"VideoGameConsole","DvdPlayer","3.0","21.0","0.14285714285714285"
"AudioEquipment","DvdPlayer","1.0","21.0","0.047619047619047616"
"WallUnit","DvdPlayer","3.0","21.0","0.14285714285714285"
"MediaStorage","DvdPlayer","3.0","21.0","0.14285714285714285"
"Bookcase","DvdPlayer","2.0","21.0","0.09523809523809523"
"3Shelves","DvdPlayer","2.0","21.0","0.09523809523809523"
"Sideboard","DvdPlayer","7.0","21.0","0.3333333333333333"
"Room","OfficeChair","42.0","42.0","1.0"
"Room","Amp","1.0","1.0","1.0"
"Room","CoatRack","6.0","6.0","1.0"
"Room","Storage","1.0","1.0","1.0"
"CoffeeTable","BookStack","1.0","22.0","0.045454545454545456"
"PaperBox","BookStack","2.0","22.0","0.09090909090909091"
"7Shelves","BookStack","1.0","22.0","0.045454545454545456"
"SideTable","BookStack","1.0","22.0","0.045454545454545456"
"4Shelves","BookStack","4.0","22.0","0.18181818181818182"
"ChestOfDrawers","BookStack","2.0","22.0","0.09090909090909091"
"CornerDesk","BookStack","1.0","22.0","0.045454545454545456"
"Box","BookStack","2.0","22.0","0.09090909090909091"
"Table","BookStack","2.0","22.0","0.09090909090909091"
"Shelving","BookStack","2.0","22.0","0.09090909090909091"
"EndTable","BookStack","1.0","22.0","0.045454545454545456"
"Room","BookStack","1.0","22.0","0.045454545454545456"
"6Shelves","BookStack","2.0","22.0","0.09090909090909091"
"Desk","BookStack","5.0","22.0","0.22727272727272727"
"Bookcase","BookStack","8.0","22.0","0.36363636363636365"
"3Shelves","BookStack","1.0","22.0","0.045454545454545456"
"Dresser","BookStack","2.0","22.0","0.09090909090909091"
"Bed","BookStack","1.0","22.0","0.045454545454545456"
"KitchenCounter","CuttingBoard","1.0","13.0","0.07692307692307693"
"CoffeeTable","CuttingBoard","4.0","13.0","0.3076923076923077"
"Sink","CuttingBoard","4.0","13.0","0.3076923076923077"
"Counter","CuttingBoard","5.0","13.0","0.38461538461538464"
"Table","CuttingBoard","4.0","13.0","0.3076923076923077"
"Room","BookShelf","2.0","2.0","1.0"
"ChestOfDrawers","Wrench","2.0","2.0","1.0"
"Nightstand","Wrench","2.0","2.0","1.0"
"Room","WallDecoration","11.0","12.0","0.9166666666666666"
"ChestOfDrawers","WallDecoration","1.0","12.0","0.08333333333333333"
"Dresser","WallDecoration","1.0","12.0","0.08333333333333333"
"DresserWithMirror","WallDecoration","1.0","12.0","0.08333333333333333"
"Room","Fridge","3.0","3.0","1.0"
"WallUnit","PSP","2.0","3.0","0.6666666666666666"
"MediaStorage","PSP","2.0","3.0","0.6666666666666666"
"ChestOfDrawers","PSP","1.0","3.0","0.3333333333333333"
"Dresser","PSP","1.0","3.0","0.3333333333333333"
"DresserWithMirror","PSP","1.0","3.0","0.3333333333333333"
"EntertainmentCenter","PSP","2.0","3.0","0.6666666666666666"
"Room","DeskCorner","2.0","2.0","1.0"
"Room","Thermostat","6.0","6.0","1.0"
"TableLarge","TeddyBear","1.0","7.0","0.14285714285714285"
"DiningTable","TeddyBear","1.0","7.0","0.14285714285714285"
"Bookcase","TeddyBear","4.0","7.0","0.5714285714285714"
"2Shelves","TeddyBear","4.0","7.0","0.5714285714285714"
"Table","TeddyBear","1.0","7.0","0.14285714285714285"
"Shelving","TeddyBear","4.0","7.0","0.5714285714285714"
"RoundTable","TeddyBear","1.0","7.0","0.14285714285714285"
"Bed","TeddyBear","2.0","7.0","0.2857142857142857"
"Coaster","Teacup","2.0","8.0","0.25"
"SideTable","Teacup","1.0","8.0","0.125"
"Desk","Teacup","3.0","8.0","0.375"
"DiningTable","Teacup","2.0","8.0","0.25"
"Table","Teacup","3.0","8.0","0.375"
"SmallTable","Teacup","2.0","8.0","0.25"
"RoundTable","Teacup","3.0","8.0","0.375"
"Room","KitchenRack","1.0","1.0","1.0"
"EndTable","PlateStack","2.0","3.0","0.6666666666666666"
"SideTable","PlateStack","2.0","3.0","0.6666666666666666"
"CoveredTable","PlateStack","1.0","3.0","0.3333333333333333"
"DiningTable","PlateStack","1.0","3.0","0.3333333333333333"
"Table","PlateStack","3.0","3.0","1.0"
"Room","AirHockey","1.0","1.0","1.0"
"Room","UmbrellaStand","1.0","1.0","1.0"
"Room","Dog","2.0","3.0","0.6666666666666666"
"ChestOfDrawers","Dog","1.0","3.0","0.3333333333333333"
"Dresser","Dog","1.0","3.0","0.3333333333333333"
"Chest","Dog","1.0","3.0","0.3333333333333333"
"CoffeeTable","Basket","2.0","15.0","0.13333333333333333"
"Room","Basket","11.0","15.0","0.7333333333333333"
"4Shelves","Basket","2.0","15.0","0.13333333333333333"
"Table","Basket","2.0","15.0","0.13333333333333333"
"Shelving","Basket","2.0","15.0","0.13333333333333333"
"Rack","Basket","2.0","15.0","0.13333333333333333"
"Room","SmallTable","4.0","4.0","1.0"
"AccentTable","Lamp","1.0","61.0","0.01639344262295082"
"Shelf","Lamp","1.0","61.0","0.01639344262295082"
"SideTable","Lamp","2.0","61.0","0.03278688524590164"
"4Shelves","Lamp","1.0","61.0","0.01639344262295082"
"ChestOfDrawers","Lamp","5.0","61.0","0.08196721311475409"
"CornerDesk","Lamp","1.0","61.0","0.01639344262295082"
"Nightstand","Lamp","5.0","61.0","0.08196721311475409"
"Table","Lamp","3.0","61.0","0.04918032786885246"
"Rack","Lamp","1.0","61.0","0.01639344262295082"
"Room","Lamp","30.0","61.0","0.4918032786885246"
"EndTable","Lamp","2.0","61.0","0.03278688524590164"
"Rug","Lamp","1.0","61.0","0.01639344262295082"
"Desk","Lamp","21.0","61.0","0.3442622950819672"
"Dresser","Lamp","2.0","61.0","0.03278688524590164"
"RoundTable","Lamp","1.0","61.0","0.01639344262295082"
"Desk","Bookend","1.0","5.0","0.2"
"4Shelves","Bookend","2.0","5.0","0.4"
"Bookcase","Bookend","4.0","5.0","0.8"
"2Shelves","Bookend","2.0","5.0","0.4"
"Shelving","Bookend","2.0","5.0","0.4"
"WallUnit","AudioEquipment","7.0","11.0","0.6363636363636364"
"MediaStorage","AudioEquipment","7.0","11.0","0.6363636363636364"
"Receiver","AudioEquipment","1.0","11.0","0.09090909090909091"
"DvdPlayer","AudioEquipment","3.0","11.0","0.2727272727272727"
"MediaPlayer","AudioEquipment","4.0","11.0","0.36363636363636365"
"EntertainmentCenter","AudioEquipment","7.0","11.0","0.6363636363636364"
"Dryer","ClothesHanger","3.0","5.0","0.6"
"Washer","ClothesHanger","5.0","5.0","1.0"
"Cabinet","Decoration","1.0","2.0","0.5"
"ChestOfDrawers","Decoration","1.0","2.0","0.5"
"Dresser","Decoration","1.0","2.0","0.5"
"Cupboard","Decoration","1.0","2.0","0.5"
"DresserWithMirror","Decoration","1.0","2.0","0.5"
"Room","TableSoccer","1.0","1.0","1.0"
"CoffeeTable","NintendoDS","1.0","12.0","0.08333333333333333"
"WallUnit","NintendoDS","10.0","12.0","0.8333333333333334"
"MediaStorage","NintendoDS","10.0","12.0","0.8333333333333334"
"ChestOfDrawers","NintendoDS","1.0","12.0","0.08333333333333333"
"Table","NintendoDS","1.0","12.0","0.08333333333333333"
"Nightstand","NintendoDS","1.0","12.0","0.08333333333333333"
"EntertainmentCenter","NintendoDS","10.0","12.0","0.8333333333333334"
"Room","PeriodicTable","1.0","1.0","1.0"
"Room","WaterCooler","2.0","2.0","1.0"
"Room","Guitar","5.0","6.0","0.8333333333333334"
"4Shelves","Guitar","1.0","6.0","0.16666666666666666"
"Bookcase","Guitar","1.0","6.0","0.16666666666666666"
"LargeTable","CanOpener","1.0","1.0","1.0"
"DiningTable","CanOpener","1.0","1.0","1.0"
"Table","CanOpener","1.0","1.0","1.0"
"Room","Recliner","2.0","2.0","1.0"
"CoffeeTable","BakingSheet","2.0","3.0","0.6666666666666666"
"EndTable","BakingSheet","1.0","3.0","0.3333333333333333"
"SideTable","BakingSheet","1.0","3.0","0.3333333333333333"
"Table","BakingSheet","3.0","3.0","1.0"
"ChestOfDrawers","SpringScale","2.0","2.0","1.0"
"ScienceFridge","SpringScale","2.0","2.0","1.0"
"Room","Box","11.0","12.0","0.9166666666666666"
"CoffeeTable","Box","1.0","12.0","0.08333333333333333"
"Table","Box","1.0","12.0","0.08333333333333333"
"CuttingBoard","BreadLoaf","4.0","6.0","0.6666666666666666"
"Basket","BreadLoaf","2.0","6.0","0.3333333333333333"
"KitchenCounter","Pot","2.0","5.0","0.4"
"Refrigerator","Pot","1.0","5.0","0.2"
"Fridge","Pot","1.0","5.0","0.2"
"Counter","Pot","2.0","5.0","0.4"
"Sink","Pot","2.0","5.0","0.4"
"LargeTable","DogToy","1.0","1.0","1.0"
"DiningTable","DogToy","1.0","1.0","1.0"
"Table","DogToy","1.0","1.0","1.0"
"ChestOfDrawers","Vases","1.0","1.0","1.0"
"Dresser","Vases","1.0","1.0","1.0"
"DresserWithMirror","Vases","1.0","1.0","1.0"
"Cabinet","BunsenBurner","5.0","18.0","0.2777777777777778"
"ScienceDesk","BunsenBurner","2.0","18.0","0.1111111111111111"
"LabTable","BunsenBurner","9.0","18.0","0.5"
"Desk","BunsenBurner","6.0","18.0","0.3333333333333333"
"ChestOfDrawers","BunsenBurner","2.0","18.0","0.1111111111111111"
"Counter","BunsenBurner","1.0","18.0","0.05555555555555555"
"DiningTable","BunsenBurner","4.0","18.0","0.2222222222222222"
"Table","BunsenBurner","4.0","18.0","0.2222222222222222"
"FumeHood","BunsenBurner","5.0","18.0","0.2777777777777778"
"ScienceFridge","BunsenBurner","2.0","18.0","0.1111111111111111"
"TvStand","Router","1.0","12.0","0.08333333333333333"
"Cpu","Router","3.0","12.0","0.25"
"Desk","Router","8.0","12.0","0.6666666666666666"
"Computer","Router","3.0","12.0","0.25"
"EntertainmentCenter","Router","1.0","12.0","0.08333333333333333"
"Desktop","Router","3.0","12.0","0.25"
